Chrom.1,
UV,
ml,mAU
212.495148,189.970047
212.52182,189.021423
212.548492,188.075714
212.575104,187.13179
212.601776,186.186356
212.628387,185.241287
212.65506,184.295486
212.681671,183.358643
212.708344,182.42749
212.734955,181.505081
212.761627,180.585281
212.788239,179.675491
212.814911,178.770432
212.841583,177.871048
212.868195,176.973969
212.894867,176.075165
212.921478,175.182144
212.948151,174.29245
212.974762,173.408646
213.001434,172.524796
213.028046,171.649475
213.054718,170.77803
213.081329,169.908783
213.108002,169.041351
213.134674,168.178314
213.161285,167.326324
213.187958,166.474823
213.214569,165.627167
213.241241,164.785324
213.267853,163.952271
213.294525,163.119141
213.321136,162.292023
213.347809,161.464691
213.37442,160.640076
213.401093,159.815399
213.427765,158.996979
213.454376,158.187637
213.481049,157.383224
213.50766,156.585846
213.534332,155.791656
213.560944,155.003128
213.587616,154.221466
213.614227,153.446365
213.6409,152.668427
213.667572,151.894135
213.694183,151.129166
213.720856,150.368317
213.747467,149.609192
213.774139,148.851868
213.800751,148.100967
213.827423,147.347992
213.854034,146.599045
213.880707,145.855835
213.907318,145.12352
213.93399,144.392258
213.960663,143.665482
213.987274,142.947006
214.013947,142.233688
214.040558,141.527054
214.06723,140.817276
214.093842,140.106186
214.120514,139.397415
214.147125,138.695023
214.173798,137.996857
214.200409,137.307831
214.227081,136.623383
214.253754,135.947845
214.280365,135.278458
214.307037,134.610687
214.333649,133.951584
214.360321,133.293091
214.386932,132.636246
214.413605,131.980392
214.440216,131.330322
214.466888,130.685059
214.4935,130.043808
214.520172,129.401733
214.546844,128.765244
214.573456,128.134232
214.600128,127.503128
214.62674,126.877548
214.653412,126.25737
214.680023,125.641647
214.706696,125.029526
214.733307,124.424355
214.759979,123.824913
214.786652,123.230049
214.813263,122.637398
214.839935,122.044167
214.866547,121.45256
214.893219,120.862213
214.91983,120.277618
214.946503,119.693611
214.973114,119.115349
214.999786,118.543854
215.026398,117.978043
215.05307,117.416145
215.079742,116.859589
215.106354,116.307014
215.133026,115.755775
215.159637,115.209251
215.18631,114.668762
215.212921,114.135651
215.239594,113.60482
215.266205,113.077675
215.292877,112.552986
215.319489,112.03112
215.346161,111.507652
215.372833,110.987946
215.399445,110.474159
215.426117,109.964546
215.452728,109.463409
215.479401,108.968903
215.506012,108.478928
215.532684,107.988785
215.559296,107.500732
215.585968,107.012688
215.612579,106.527359
215.639252,106.040192
215.665924,105.555016
215.692535,105.079666
215.719208,104.610832
215.745819,104.145569
215.772491,103.680077
215.799103,103.220818
215.825775,102.768326
215.852386,102.31974
215.879059,101.870674
215.905731,101.427139
215.932343,100.990631
215.959015,100.559624
215.985626,100.132561
216.012299,99.702301
216.03891,99.276009
216.065582,98.849434
216.092194,98.420937
216.118866,97.992699
216.145477,97.568481
216.17215,97.14817
216.198822,96.734238
216.225433,96.325272
216.252106,95.921783
216.278717,95.525688
216.305389,95.131142
216.332001,94.739822
216.358673,94.348389
216.385284,93.958969
216.411957,93.573799
216.438568,93.191338
216.46524,92.809921
216.491913,92.431313
216.518524,92.056175
216.545197,91.685387
216.571808,91.31617
216.59848,90.951141
216.625092,90.591187
216.651764,90.234238
216.678375,89.883217
216.705048,89.533646
216.731659,89.187675
216.758331,88.842606
216.785004,88.500801
216.811615,88.160835
216.838287,87.820015
216.864899,87.48378
216.891571,87.149506
216.918182,86.817001
216.944855,86.484444
216.971466,86.157021
216.998138,85.83371
217.024811,85.514145
217.051422,85.201263
217.078094,84.889832
217.104706,84.581337
217.131378,84.274139
217.15799,83.96888
217.184662,83.665924
217.211273,83.362602
217.237946,83.059685
217.264557,82.763725
217.291229,82.469765
217.317902,82.176949
217.344513,81.886292
217.371185,81.599304
217.397797,81.317574
217.424469,81.038391
217.45108,80.761887
217.477753,80.486115
217.504364,80.214432
217.531036,79.943291
217.557648,79.671844
217.58432,79.400749
217.610992,79.130989
217.637604,78.863922
217.664276,78.596992
217.690887,78.334755
217.71756,78.076096
217.744171,77.822647
217.770844,77.572693
217.797455,77.325432
217.824127,77.077911
217.850739,76.830643
217.877411,76.585037
217.904083,76.34169
217.930695,76.10041
217.957367,75.859711
217.983978,75.62355
218.010651,75.389801
218.037262,75.157745
218.063934,74.928261
218.090546,74.701057
218.117218,74.476288
218.14389,74.255104
218.170502,74.036621
218.197174,73.819862
218.223785,73.60556
218.250458,73.393661
218.277069,73.183472
218.303741,72.974342
218.330353,72.765137
218.357025,72.555527
218.383636,72.349922
218.410309,72.147644
218.436981,71.946983
218.463593,71.74649
218.490265,71.550026
218.516876,71.35878
218.543549,71.168739
218.57016,70.97905
218.596832,70.789078
218.623444,70.602089
218.650116,70.418068
218.676727,70.233841
218.7034,70.051735
218.730072,69.874344
218.756683,69.698723
218.783356,69.522896
218.809967,69.349434
218.836639,69.180946
218.863251,69.015007
218.889923,68.847137
218.916534,68.683571
218.943207,68.523796
218.969818,68.366783
218.99649,68.208244
219.023163,68.051086
219.049774,67.896187
219.076447,67.740486
219.103058,67.584389
219.12973,67.429581
219.156342,67.279427
219.183014,67.131035
219.209625,66.985138
219.236298,66.843681
219.26297,66.705437
219.289581,66.569733
219.316254,66.434044
219.342865,66.300346
219.369537,66.169296
219.396149,66.036819
219.422821,65.905861
219.449432,65.778488
219.476105,65.653725
219.502716,65.531448
219.529388,65.41095
219.556061,65.294205
219.582672,65.180016
219.609344,65.065582
219.635956,64.95163
219.662628,64.839653
219.68924,64.729935
219.715912,64.621986
219.742523,64.513916
219.769196,64.408302
219.795807,64.308907
219.822479,64.208969
219.849152,64.107529
219.875763,64.008324
219.902435,63.911987
219.929047,63.818348
219.955719,63.724899
219.98233,63.635303
220.009003,63.552254
220.035614,63.471947
220.062286,63.390579
220.088898,63.312675
220.11557,63.235985
220.142242,63.16106
220.168854,63.087944
220.195526,63.01487
220.222137,62.944233
220.24881,62.875519
220.275421,62.808147
220.302094,62.742863
220.328705,62.681137
220.355377,62.62207
220.381989,62.564426
220.408661,62.510746
220.435333,62.460743
220.461945,62.415039
220.488617,62.370426
220.515228,62.326862
220.541901,62.285244
220.568512,62.246387
220.595184,62.210037
220.621796,62.175964
220.648468,62.143776
220.67514,62.11483
220.701752,62.089329
220.728424,62.067207
220.755035,62.045254
220.781708,62.025715
220.808319,62.009052
220.834991,61.993683
220.861603,61.980659
220.888275,61.966179
220.914886,61.95649
220.941559,61.95153
220.968231,61.947308
220.994843,61.945271
221.021515,61.947285
221.048126,61.954041
221.074799,61.965549
221.10141,61.978901
221.128082,61.991745
221.154694,62.008625
221.181366,62.028469
221.207977,62.051338
221.23465,62.073757
221.261322,62.099651
221.287933,62.131222
221.314606,62.164486
221.341217,62.200562
221.367889,62.241859
221.394501,62.28793
221.421173,62.335983
221.447784,62.387337
221.474457,62.442459
221.501068,62.500645
221.52774,62.560837
221.554413,62.62413
221.581024,62.68837
221.607697,62.755383
221.634308,62.827442
221.66098,62.905132
221.687592,62.984169
221.714264,63.066833
221.740875,63.156212
221.767548,63.250229
221.79422,63.345737
221.820831,63.443012
221.847504,63.545147
221.874115,63.650551
221.900787,63.759975
221.927399,63.870979
221.954071,63.986397
221.980682,64.107353
222.007355,64.232491
222.033966,64.360588
222.060638,64.492126
222.087311,64.62706
222.113922,64.767136
222.140594,64.910629
222.167206,65.057861
222.193878,65.211754
222.22049,65.365013
222.247162,65.523422
222.273773,65.68766
222.300446,65.857323
222.327057,66.029465
222.353729,66.207146
222.380402,66.39267
222.407013,66.582642
222.433685,66.774818
222.460297,66.968094
222.486969,67.170578
222.51358,67.375656
222.540253,67.582787
222.566864,67.796005
222.593536,68.01754
222.620148,68.242043
222.64682,68.47361
222.673492,68.710258
222.700104,68.95089
222.726776,69.194923
222.753387,69.443817
222.78006,69.698349
222.806671,69.957718
222.833344,70.223251
222.859955,70.495941
222.886627,70.774925
222.9133,71.059891
222.939911,71.34713
222.966583,71.64003
222.993195,71.937653
223.019867,72.241539
223.046478,72.547432
223.073151,72.861435
223.099762,73.18383
223.126434,73.512238
223.153046,73.846222
223.179718,74.187813
223.20639,74.533905
223.233002,74.882309
223.259674,75.237808
223.286285,75.600739
223.312958,75.971718
223.339569,76.346436
223.366241,76.730118
223.392853,77.12159
223.419525,77.518623
223.446136,77.917191
223.472809,78.32312
223.499481,78.73716
223.526093,79.156334
223.552765,79.583221
223.579376,80.017242
223.606049,80.4599
223.63266,80.910316
223.659332,81.368546
223.685944,81.830215
223.712616,82.300598
223.739227,82.776718
223.7659,83.26104
223.792572,83.751091
223.819183,84.246056
223.845856,84.750397
223.872467,85.260979
223.899139,85.779724
223.925751,86.308167
223.952423,86.842598
223.979034,87.386307
224.005707,87.939857
224.032379,88.500252
224.05899,89.065933
224.085663,89.641968
224.112274,90.221008
224.138947,90.810829
224.165558,91.406075
224.19223,92.014046
224.218842,92.626038
224.245514,93.248108
224.272125,93.876266
224.298798,94.516388
224.32547,95.162704
224.352081,95.816574
224.378754,96.48233
224.405365,97.153748
224.432037,97.834915
224.458649,98.524979
224.485321,99.22393
224.511932,99.930939
224.538605,100.644836
224.565216,101.366684
224.591888,102.098038
224.618561,102.839622
224.645172,103.589729
224.671844,104.351349
224.698456,105.121597
224.725128,105.902542
224.75174,106.690094
224.778412,107.486763
224.805023,108.288895
224.831696,109.101181
224.858307,109.918732
224.884979,110.75013
224.911652,111.59314
224.938263,112.442726
224.964935,113.304504
224.991547,114.174355
225.018219,115.055573
225.04483,115.941628
225.071503,116.841278
225.098114,117.751961
225.124786,118.674347
225.151459,119.60614
225.17807,120.54187
225.204742,121.492447
225.231354,122.452103
225.258026,123.420731
225.284637,124.395332
225.31131,125.385643
225.337921,126.386086
225.364594,127.393997
225.391205,128.411514
225.417877,129.443832
225.44455,130.486649
225.471161,131.542725
225.497833,132.605209
225.524445,133.676163
225.551117,134.758163
225.577728,135.85112
225.604401,136.954758
225.631012,138.061798
225.657684,139.181366
225.684296,140.31369
225.710968,141.457245
225.73764,142.611877
225.764252,143.770432
225.790924,144.945129
225.817535,146.129257
225.844208,147.32724
225.870819,148.5345
225.897491,149.755646
225.924103,150.982864
225.950775,152.228516
225.977386,153.474472
226.004059,154.736725
226.030731,156.004288
226.057343,157.283981
226.084015,158.57338
226.110626,159.874115
226.137299,161.186569
226.16391,162.512711
226.190582,163.849228
226.217194,165.193817
226.243866,166.553528
226.270538,167.922165
226.29715,169.297302
226.323822,170.680313
226.350433,172.07309
226.377106,173.48056
226.403717,174.893967
226.430389,176.320618
226.457001,177.754822
226.483673,179.204346
226.510284,180.662491
226.536957,182.131821
226.563629,183.617172
226.59024,185.109818
226.616913,186.617432
226.643524,188.133301
226.670197,189.660385
226.696808,191.194916
226.72348,192.740509
226.750092,194.291428
226.776764,195.851913
226.803375,197.41748
226.830048,199.000031
226.85672,200.591446
226.883331,202.190201
226.910004,203.804535
226.936615,205.4245
226.963287,207.060394
226.989899,208.700394
227.016571,210.360641
227.043182,212.019821
227.069855,213.694443
227.096466,215.369553
227.123138,217.059006
227.149811,218.752762
227.176422,220.454147
227.203094,222.166611
227.229706,223.893448
227.256378,225.627472
227.28299,227.372467
227.309662,229.12735
227.336273,230.891327
227.362946,232.66774
227.389618,234.455887
227.416229,236.237625
227.442902,238.038635
227.469513,239.833496
227.496185,241.645721
227.522797,243.461304
227.549469,245.291855
227.57608,247.119675
227.602753,248.960632
227.629364,250.800415
227.656036,252.65802
227.682709,254.51889
227.70932,256.38858
227.735992,258.271179
227.762604,260.157745
227.789276,262.052551
227.815887,263.948456
227.84256,265.855652
227.869171,267.761475
227.895844,269.677216
227.922455,271.598938
227.949127,273.53067
227.9758,275.468719
228.002411,277.412384
228.029083,279.363251
228.055695,281.31427
228.082367,283.280273
228.108978,285.243958
228.135651,287.217407
228.162262,289.187927
228.188934,291.160217
228.215546,293.133057
228.242218,295.114594
228.26889,297.097534
228.295502,299.079498
228.322174,301.074554
228.348785,303.063782
228.375458,305.059235
228.402069,307.053619
228.428741,309.060791
228.455353,311.059875
228.482025,313.068268
228.508698,315.080872
228.535309,317.090851
228.561981,319.107727
228.588593,321.124023
228.615265,323.141327
228.641876,325.155487
228.668549,327.176544
228.69516,329.192413
228.721832,331.214355
228.748444,333.234528
228.775116,335.257965
228.801788,337.283813
228.8284,339.304688
228.855072,341.332214
228.881683,343.351685
228.908356,345.376373
228.934967,347.390076
228.961639,349.407532
228.988251,351.414886
229.014923,353.421936
229.041534,355.428864
229.068207,357.442474
229.094879,359.446045
229.12149,361.44278
229.148163,363.440796
229.174774,365.43158
229.201447,367.417999
229.228058,369.397278
229.25473,371.373596
229.281342,373.340302
229.308014,375.308014
229.334625,377.272461
229.361298,379.235413
229.38797,381.19989
229.414581,383.150208
229.441254,385.097961
229.467865,387.029938
229.494537,388.966766
229.521149,390.884644
229.547821,392.803436
229.574432,394.716339
229.601105,396.636566
229.627716,398.539917
229.654388,400.443787
229.681061,402.324219
229.707672,404.195404
229.734344,406.05661
229.760956,407.909821
229.787628,409.749451
229.81424,411.587463
229.840912,413.413879
229.867523,415.235504
229.894196,417.047546
229.920868,418.859375
229.947479,420.64563
229.974152,422.425873
230.000763,424.181366
230.027435,425.930939
230.054047,427.667267
230.080719,429.394714
230.10733,431.104797
230.134003,432.812653
230.160614,434.506042
230.187286,436.191681
230.213959,437.861481
230.24057,439.515717
230.267242,441.155273
230.293854,442.783386
230.320526,444.396301
230.347137,445.994202
230.37381,447.577667
230.400421,449.146637
230.427094,450.702759
230.453705,452.240265
230.480377,453.773712
230.50705,455.286377
230.533661,456.784668
230.560333,458.275482
230.586945,459.743347
230.613617,461.203247
230.640228,462.641998
230.666901,464.066193
230.693512,465.465576
230.720184,466.851288
230.746796,468.214081
230.773468,469.562592
230.80014,470.893097
230.826752,472.198395
230.853424,473.490662
230.880035,474.77002
230.906708,476.033752
230.933319,477.280304
230.959991,478.509094
230.986603,479.718597
231.013275,480.912231
231.039948,482.085602
231.066559,483.239746
231.093231,484.382263
231.119843,485.496765
231.146515,486.596039
231.173126,487.66925
231.199799,488.73056
231.22641,489.762817
231.253082,490.781158
231.279694,491.771118
231.306366,492.747986
231.333038,493.707123
231.35965,494.646698
231.386322,495.563202
231.412933,496.460266
231.439606,497.336823
231.466217,498.197266
231.492889,499.030762
231.519501,499.845245
231.546173,500.641174
231.572784,501.418365
231.599457,502.170929
231.626129,502.905304
231.65274,503.620605
231.679413,504.316956
231.706024,504.986877
231.732697,505.63974
231.759308,506.272583
231.78598,506.888153
231.812592,507.48175
231.839264,508.056519
231.865875,508.609131
231.892548,509.137665
231.91922,509.643494
231.945831,510.128937
231.972504,510.59198
231.999115,511.028473
232.025787,511.450012
232.052399,511.858612
232.079071,512.248718
232.105682,512.614685
232.132355,512.957275
232.159027,513.283508
232.185638,513.589478
232.212311,513.872498
232.238922,514.133911
232.265594,514.374695
232.292206,514.595276
232.318878,514.797974
232.34549,514.976746
232.372162,515.134033
232.398773,515.272278
232.425446,515.38562
232.452118,515.478394
232.478729,515.550964
232.505402,515.612793
232.532013,515.657837
232.558685,515.680115
232.585297,515.68634
232.611969,515.674133
232.63858,515.645142
232.665253,515.591492
232.691864,515.515198
232.718536,515.419739
232.745209,515.306274
232.77182,515.177124
232.798492,515.032349
232.825104,514.867065
232.851776,514.683411
232.878387,514.477783
232.90506,514.260559
232.931671,514.020752
232.958344,513.762512
232.984955,513.493469
233.011627,513.203918
233.0383,512.898865
233.064911,512.576355
233.091583,512.235535
233.118195,511.877838
233.144867,511.499146
233.171478,511.105103
233.198151,510.696472
233.224762,510.276031
233.251434,509.834717
233.278107,509.381012
233.304718,508.909302
233.33139,508.423462
233.358002,507.924194
233.384674,507.406097
233.411285,506.875549
233.437958,506.333496
233.464569,505.773346
233.491241,505.19751
233.517853,504.607727
233.544525,504.005859
233.571198,503.384705
233.597809,502.754761
233.624481,502.11264
233.651093,501.455658
233.677765,500.782257
233.704376,500.098083
233.731049,499.403442
233.75766,498.696442
233.784332,497.976868
233.810944,497.24884
233.837616,496.508209
233.864288,495.755188
233.8909,494.992157
233.917572,494.218475
233.944183,493.43158
233.970856,492.632782
233.997467,491.826385
234.024139,491.006165
234.050751,490.181671
234.077423,489.338013
234.104034,488.486389
234.130707,487.613922
234.157379,486.741089
234.18399,485.858459
234.210663,484.963928
234.237274,484.058258
234.263947,483.14621
234.290558,482.230103
234.31723,481.308289
234.343842,480.372864
234.370514,479.427734
234.397186,478.47702
234.423798,477.513672
234.45047,476.544006
234.477081,475.569489
234.503754,474.591431
234.530365,473.601257
234.557037,472.60498
234.583649,471.601685
234.610321,470.594666
234.636932,469.577423
234.663605,468.548859
234.690277,467.517731
234.716888,466.483093
234.743561,465.434509
234.770172,464.388519
234.796844,463.327789
234.823456,462.265533
234.850128,461.189423
234.87674,460.117157
234.903412,459.033447
234.930023,457.954285
234.956696,456.8638
234.983368,455.771942
235.009979,454.671753
235.036652,453.571869
235.063263,452.466248
235.089935,451.35318
235.116547,450.237091
235.143219,449.115295
235.16983,447.990143
235.196503,446.865417
235.223114,445.732147
235.249786,444.601013
235.276459,443.460236
235.30307,442.323181
235.329742,441.173706
235.356354,440.031097
235.383026,438.872192
235.409637,437.718109
235.43631,436.553802
235.462921,435.39917
235.489594,434.231812
235.516266,433.063232
235.542877,431.899597
235.56955,430.725403
235.596161,429.547211
235.622833,428.364197
235.649445,427.189178
235.676117,426.009827
235.702728,424.826202
235.729401,423.64389
235.756012,422.462158
235.782684,421.276154
235.809357,420.086609
235.835968,418.896881
235.86264,417.698059
235.889252,416.497559
235.915924,415.293976
235.942535,414.091583
235.969208,412.888824
235.995819,411.692535
236.022491,410.491608
236.049103,409.289581
236.075775,408.08728
236.102448,406.881836
236.129059,405.675873
236.155731,404.460876
236.182343,403.2547
236.209015,402.045776
236.235626,400.843384
236.262299,399.643585
236.28891,398.448517
236.315582,397.244232
236.342194,396.028778
236.368866,394.817383
236.395538,393.602783
236.42215,392.393677
236.448822,391.175476
236.475433,389.960419
236.502106,388.749298
236.528717,387.556152
236.555389,386.347809
236.582001,385.146179
236.608673,383.933899
236.635345,382.725159
236.661957,381.51297
236.688629,380.299866
236.71524,379.088104
236.741913,377.885529
236.768524,376.683167
236.795197,375.483215
236.821808,374.278809
236.84848,373.07373
236.875092,371.858185
236.901764,370.645081
236.928436,369.424316
236.955048,368.215881
236.98172,367.010132
237.008331,365.811829
237.035004,364.616547
237.061615,363.422119
237.088287,362.216125
237.114899,361.012848
237.141571,359.803772
237.168182,358.605499
237.194855,357.396973
237.221527,356.192169
237.248138,354.993286
237.274811,353.800446
237.301422,352.613892
237.328094,351.423035
237.354706,350.227905
237.381378,349.030884
237.40799,347.839172
237.434662,346.640656
237.461273,345.448669
237.487946,344.257904
237.514618,343.075897
237.541229,341.877075
237.567902,340.684357
237.594513,339.507965
237.621185,338.326782
237.647797,337.144928
237.674469,335.954163
237.70108,334.789185
237.727753,333.633942
237.754364,332.45816
237.781036,331.288574
237.807709,330.107208
237.83432,328.927948
237.860992,327.742554
237.887604,326.550354
237.914276,325.370819
237.940887,324.184906
237.96756,323.001251
237.994171,321.824005
238.020844,320.66098
238.047516,319.498322
238.074127,318.337952
238.1008,317.15741
238.127411,315.981415
238.154083,314.802582
238.180695,313.62854
238.207367,312.442291
238.233978,311.267975
238.260651,310.089844
238.287262,308.928375
238.313934,307.764313
238.340607,306.604401
238.367218,305.440155
238.39389,304.274658
238.420502,303.109833
238.447174,301.950592
238.473785,300.789551
238.500458,299.633911
238.527069,298.477295
238.553741,297.328857
238.580353,296.169678
238.607025,295.005524
238.633698,293.836548
238.660309,292.671875
238.686981,291.501007
238.713593,290.332489
238.740265,289.170868
238.766876,288.016418
238.793549,286.864777
238.82016,285.70639
238.846832,284.546234
238.873444,283.382019
238.900116,282.215942
238.926788,281.054596
238.9534,279.898773
238.980072,278.752777
239.006683,277.611206
239.033356,276.465546
239.059967,275.323212
239.086639,274.180664
239.113251,273.034424
239.139923,271.883972
239.166595,270.735413
239.193207,269.598297
239.219879,268.464752
239.24649,267.328064
239.273163,266.196228
239.299774,265.070557
239.326447,263.936279
239.353058,262.807465
239.37973,261.670959
239.406342,260.550751
239.433014,259.422729
239.459686,258.298187
239.486298,257.173615
239.51297,256.061462
239.539581,254.95047
239.566254,253.831207
239.592865,252.707733
239.619537,251.588821
239.646149,250.461777
239.672821,249.336563
239.699432,248.20343
239.726105,247.085312
239.752777,245.964142
239.779388,244.851624
239.806061,243.741867
239.832672,242.639099
239.859344,241.535217
239.885956,240.433533
239.912628,239.3255
239.93924,238.218948
239.965912,237.113037
239.992523,236.018112
240.019196,234.913788
240.045868,233.821167
240.072479,232.722748
240.099152,231.636292
240.125763,230.540695
240.152435,229.444153
240.179047,228.351349
240.205719,227.253967
240.23233,226.169128
240.259003,225.077972
240.285675,224.000214
240.312286,222.917969
240.338959,221.83963
240.36557,220.760193
240.392242,219.680969
240.418854,218.598114
240.445526,217.515884
240.472137,216.434311
240.49881,215.362625
240.525421,214.287338
240.552094,213.220459
240.578766,212.155273
240.605377,211.096115
240.63205,210.033356
240.658661,208.975357
240.685333,207.916016
240.711945,206.867355
240.738617,205.802689
240.765228,204.752182
240.791901,203.690353
240.818512,202.6371
240.845184,201.577042
240.871857,200.522705
240.898468,199.470703
240.92514,198.423538
240.951752,197.38504
240.978424,196.343353
241.005035,195.309494
241.031708,194.284149
241.058319,193.261414
241.084991,192.234589
241.111603,191.207733
241.138275,190.177216
241.164948,189.148666
241.191559,188.122086
241.218231,187.095779
241.244843,186.075546
241.271515,185.055161
241.298126,184.045288
241.324799,183.036667
241.35141,182.035995
241.378082,181.030334
241.404755,180.019882
241.431366,179.018158
241.458038,178.018097
241.48465,177.013153
241.511322,176.009628
241.537933,175.014175
241.564606,174.018631
241.591217,173.021698
241.617889,172.024887
241.644501,171.037613
241.671173,170.054474
241.697845,169.067062
241.724457,168.090942
241.751129,167.117874
241.77774,166.15596
241.804413,165.190765
241.831024,164.235687
241.857697,163.269379
241.884308,162.306793
241.91098,161.339142
241.937592,160.37619
241.964264,159.414352
241.990936,158.460175
242.017548,157.507767
242.04422,156.56601
242.070831,155.624222
242.097504,154.688583
242.124115,153.75621
242.150787,152.824097
242.177399,151.896393
242.204071,150.976074
242.230682,150.057175
242.257355,149.144684
242.284027,148.230362
242.310638,147.321808
242.337311,146.403824
242.363922,145.500015
242.390594,144.592133
242.417206,143.695328
242.443878,142.799545
242.47049,141.907959
242.497162,141.022415
242.523834,140.141602
242.550446,139.268005
242.577118,138.393723
242.603729,137.522995
242.630402,136.648651
242.657013,135.777466
242.683685,134.90831
242.710297,134.039825
242.736969,133.173691
242.76358,132.310852
242.790253,131.451752
242.816925,130.602188
242.843536,129.762863
242.870209,128.924667
242.89682,128.093964
242.923492,127.261612
242.950104,126.435982
242.976776,125.609123
243.003387,124.78614
243.03006,123.963562
243.056671,123.144218
243.083344,122.326195
243.110016,121.515114
243.136627,120.704994
243.1633,119.903366
243.189911,119.1063
243.216583,118.311302
243.243195,117.525124
243.269867,116.742821
243.296478,115.962746
243.323151,115.183846
243.349762,114.404091
243.376434,113.630997
243.403107,112.858742
243.429718,112.096809
243.45639,111.329842
243.483002,110.572876
243.509674,109.812553
243.536285,109.060616
243.562958,108.308434
243.589569,107.566422
243.616241,106.82325
243.642914,106.082062
243.669525,105.348137
243.696198,104.621414
243.722809,103.895447
243.749481,103.171364
243.776093,102.451027
243.802765,101.733459
243.829376,101.015205
243.856049,100.302681
243.88266,99.594078
243.909332,98.89476
243.936005,98.189682
243.962616,97.49733
243.989288,96.805687
244.0159,96.126129
244.042572,95.446037
244.069183,94.770561
244.095856,94.096306
244.122467,93.426483
244.149139,92.761093
244.175751,92.096184
244.202423,91.435463
244.229095,90.779976
244.255707,90.130142
244.282379,89.482773
244.30899,88.841911
244.335663,88.203651
244.362274,87.567444
244.388947,86.938545
244.415558,86.31134
244.44223,85.684883
244.468842,85.066879
244.495514,84.449593
244.522186,83.836075
244.548798,83.229454
244.57547,82.623947
244.602081,82.021507
244.628754,81.417145
244.655365,80.821136
244.682037,80.227432
244.708649,79.638618
244.735321,79.054085
244.761993,78.475067
244.788605,77.904442
244.815277,77.335533
244.841888,76.772438
244.868561,76.212471
244.895172,75.64917
244.921844,75.091225
244.948456,74.532814
244.975128,73.979332
245.00174,73.425659
245.028412,72.87413
245.055084,72.32621
245.081696,71.78936
245.108368,71.252716
245.134979,70.723236
245.161652,70.195045
245.188263,69.675209
245.214935,69.15905
245.241547,68.643639
245.268219,68.129211
245.29483,67.622292
245.321503,67.110519
245.348175,66.60273
245.374786,66.09565
245.401459,65.595024
245.42807,65.09745
245.454742,64.606239
245.481354,64.120033
245.508026,63.638367
245.534637,63.161697
245.56131,62.690456
245.587921,62.220238
245.614594,61.753456
245.641266,61.288189
245.667877,60.823696
245.69455,60.364044
245.721161,59.908714
245.747833,59.455585
245.774445,59.00486
245.801117,58.55592
245.827728,58.110542
245.854401,57.670937
245.881073,57.233162
245.907684,56.799866
245.934357,56.369144
245.960968,55.945271
245.98764,55.527012
246.014252,55.111584
246.040924,54.698376
246.067535,54.286316
246.094208,53.873482
246.120819,53.463142
246.147491,53.056465
246.174164,52.653557
246.200775,52.247356
246.227448,51.84893
246.254059,51.456631
246.280731,51.067818
246.307343,50.679874
246.334015,50.294197
246.360626,49.914482
246.387299,49.535576
246.41391,49.158047
246.440582,48.78437
246.467255,48.414341
246.493866,48.049416
246.520538,47.684113
246.54715,47.325203
246.573822,46.96851
246.600433,46.615459
246.627106,46.26236
246.653717,45.914219
246.680389,45.567535
246.707001,45.229767
246.733673,44.891148
246.760345,44.553627
246.786957,44.216965
246.813629,43.881054
246.84024,43.54673
246.866913,43.214912
246.893524,42.886948
246.920197,42.562851
246.946808,42.242168
246.97348,41.925976
247.000092,41.611767
247.026764,41.300381
247.053436,40.991493
247.080048,40.688087
247.10672,40.382683
247.133331,40.079018
247.160004,39.780746
247.186615,39.485588
247.213287,39.192745
247.239899,38.901302
247.266571,38.610443
247.293243,38.32169
247.319855,38.037842
247.346527,37.756832
247.373138,37.474312
247.399811,37.195221
247.426422,36.920166
247.453094,36.649853
247.479706,36.381218
247.506378,36.112991
247.53299,35.846214
247.559662,35.583431
247.586334,35.32093
247.612946,35.062244
247.639618,34.80201
247.666229,34.549442
247.692902,34.298599
247.719513,34.052765
247.746185,33.80328
247.772797,33.558952
247.799469,33.316658
247.82608,33.074932
247.852753,32.835205
247.879425,32.597744
247.906036,32.362568
247.932709,32.131004
247.95932,31.897844
247.985992,31.668327
248.012604,31.444151
248.039276,31.219404
248.065887,30.998451
248.09256,30.779888
248.119171,30.563353
248.145844,30.346962
248.172516,30.131403
248.199127,29.918495
248.2258,29.705322
248.252411,29.495266
248.279083,29.286993
248.305695,29.078451
248.332367,28.872223
248.358978,28.668835
248.385651,28.472208
248.412323,28.275328
248.438934,28.076431
248.465607,27.883667
248.492218,27.692411
248.51889,27.502665
248.545502,27.312227
248.572174,27.124067
248.598785,26.938585
248.625458,26.753511
248.652069,26.571146
248.678741,26.388762
248.705414,26.20933
248.732025,26.031281
248.758698,25.85244
248.785309,25.676891
248.811981,25.502089
248.838593,25.33009
248.865265,25.159134
248.891876,24.99111
248.918549,24.827152
248.94516,24.665176
248.971832,24.502623
248.998505,24.339073
249.025116,24.178911
249.051788,24.019913
249.0784,23.859386
249.105072,23.699163
249.131683,23.544157
249.158356,23.392876
249.184967,23.244398
249.211639,23.093187
249.238251,22.945826
249.264923,22.800764
249.291595,22.654205
249.318207,22.508518
249.344879,22.364494
249.37149,22.224529
249.398163,22.084925
249.424774,21.948551
249.451447,21.812302
249.478058,21.678587
249.50473,21.546295
249.531403,21.414894
249.558014,21.288092
249.584686,21.158501
249.611298,21.027523
249.63797,20.898245
249.664581,20.770746
249.691254,20.64576
249.717865,20.522455
